;Date;TypeA;TypeB;TypeC;TypeD;TypeE;TypeG;Organic;Year;Sales;City;AveragePrice;format
9;29/10/2019;152605;128666;15432;175517;47899;511;conventional;2019;Edelyn;Bandung;16770;supermarket
10;22/10/2019;138574;127746;14425;189637;40584;435;conventional;2019;Clarissa;Jakarta;17680;supermarket
11;15/10/2019;150708;240106;11215;91835;52424;643;conventional;2019;Viola;BalikPapan;16250;supermarket
12;08/10/2019;92602;111770;14977;87517;54856;1707;conventional;2019;Edelyn;Surabaya;24700;supermarket
13;01/10/2019;97773;104336;14152;92339;52995;701;conventional;2019;Eko;Medan;23920;supermarket
14;24/09/2019;93966;95406;13095;93608;57418;687;conventional;2019;Mei;Medan;23660;supermarket
15;17/09/2019;99284;104445;12500;91161;70070;762;conventional;2019;Viola;Jakarta;23790;supermarket
16;10/09/2019;103658;106230;16044;85880;71547;1178;conventional;2019;Clarissa;Medan;24310;supermarket
17;03/09/2019;113711;118370;14533;106244;61915;357;conventional;2019;Clarissa;Jayapura;22880;supermarket
18;27/08/2019;168216;97434;12732;266477;52446;276;conventional;2019;Clarissa;BalikPapan;17420;supermarket
19;20/08/2019;191682;131531;15625;276360;55932;487;conventional;2019;Edelyn;Bandung;17160;supermarket
20;13/08/2019;100657;122556;14938;113265;81462;45;conventional;2019;Clarissa;Jakarta;22230;supermarket
21;06/08/2019;125452;146939;16333;162070;89823;263;conventional;2019;Clarissa;Medan;20540;supermarket
22;30/07/2019;145857;211102;14357;116878;87177;281;conventional;2019;Edelyn;Jayapura;17420;supermarket
23;23/07/2019;163682;240249;15020;99302;87801;75;conventional;2019;Mei;Jayapura;14950;supermarket
24;16/07/2019;141903;173050;14908;108090;91624;893;conventional;2019;Mei;Palembang;17940;supermarket
25;09/07/2019;228988;231829;13756;656041;5097;360;conventional;2019;Edelyn;Makassar;9100;supermarket
26;02/07/2019;138050;193657;15390;417909;1832;236;conventional;2019;Eko;BalikPapan;12870;supermarket
27;25/06/2019;162935;169404;19050;450917;635;410;conventional;2019;Clarissa;Jakarta;12480;supermarket
28;18/06/2019;151652;165833;15532;422054;313;152;conventional;2019;Viola;Jayapura;12610;supermarket
29;11/06/2019;128991;168572;18215;401672;1317;171;conventional;2019;Clarissa;Jakarta;13000;supermarket
30;04/06/2019;120671;128831;23470;423593;2162;229;conventional;2019;Viola;Palembang;14560;supermarket
31;28/05/2019;162040;194722;23353;438470;2179;86;conventional;2019;Clarissa;Surabaya;12610;supermarket
32;21/05/2019;160577;189302;21411;378471;434;151;conventional;2019;Clarissa;BalikPapan;13130;supermarket
33;14/05/2019;162606;154258;20831;412487;14660;305;conventional;2019;Edelyn;Jayapura;12350;supermarket
34;07/05/2019;229402;253020;22084;370157;58789;373;conventional;2019;Viola;Jayapura;11830;supermarket
35;30/04/2019;220614;175669;20231;521943;1439;209;conventional;2019;Viola;Jakarta;10920;supermarket
36;23/04/2019;165357;200049;19111;370457;588;513;conventional;2019;Edelyn;Jayapura;11830;supermarket
37;16/04/2019;151790;168188;18907;403966;732;295;conventional;2019;Clarissa;Surabaya;12740;supermarket
38;09/04/2019;156933;145012;22074;385965;3216;279;conventional;2019;Clarissa;Palembang;14040;supermarket
39;02/04/2019;152602;137425;20885;359314;1924;157;conventional;2019;Clarissa;Bandung;14560;supermarket
40;26/03/2019;142591;127965;16621;338025;4249;464;conventional;2019;Viola;Jakarta;14560;supermarket
41;19/03/2019;149501;129099;19060;334445;1589;518;conventional;2019;Mei;Palembang;14430;supermarket
42;12/03/2019;131661;200564;18137;536469;35443;667;conventional;2019;Clarissa;Medan;10920;supermarket
43;05/03/2019;142357;159768;17969;272981;177252;226;conventional;2019;Clarissa;Jayapura;11570;supermarket
44;26/02/2019;134186;153226;17615;352430;219524;654;conventional;2019;Viola;Jakarta;9100;supermarket
45;19/02/2019;151716;176143;16930;354511;169576;551;conventional;2019;Viola;BalikPapan;9880;supermarket
46;12/02/2019;159698;113321;15145;397601;38270;479;conventional;2019;Clarissa;Jakarta;10010;supermarket
47;05/02/2019;173945;260237;17285;678872;57776;1036;conventional;2019;Viola;BalikPapan;8840;supermarket
48;29/01/2019;153611;175049;17090;423872;138351;1490;conventional;2019;Clarissa;Jakarta;9880;supermarket
49;22/01/2019;107652;194200;16170;331106;62282;155;conventional;2019;Eko;Jakarta;11310;supermarket
50;15/01/2019;109639;187142;17794;415774;27322;454;conventional;2019;Eko;Medan;11050;supermarket
51;08/01/2019;137601;252978;16699;423678;46174;517;conventional;2019;Viola;Makassar;11050;supermarket
52;01/01/2019;100273;269507;13236;468973;17285;562;conventional;2019;Viola;Palembang;9490;supermarket
0;31/12/2019;90432;134861;5995;178331;9970;1;conventional;2019;Clarissa;Medan;11960;supermarket
1;24/12/2019;77545;71381;3882;92648;2859;0;conventional;2019;Clarissa;Medan;16510;minimarket
2;17/12/2019;79512;70219;3459;97661;2310;4;conventional;2019;Edelyn;Jayapura;16120;supermarket
3;10/12/2019;91719;76260;4129;180010;4864;0;conventional;2019;Clarissa;Makassar;13390;minimarket
4;03/12/2019;91761;119171;3892;89249;3222;0;conventional;2019;Viola;Bandung;15340;minimarket
5;26/11/2019;64578;73321;3144;82420;2032;0;conventional;2019;Viola;Jakarta;17680;minimarket
6;19/11/2019;72444;79451;3778;89013;2925;2;conventional;2019;Viola;Bandung;17680;supermarket
7;12/11/2019;77868;80926;4326;88458;2553;0;conventional;2019;Mei;Palembang;18200;minimarket
8;05/11/2019;87733;82461;4553;94086;2432;0;conventional;2019;Viola;Bandung;18070;minimarket
9;29/10/2019;76357;82013;4266;85668;3216;1;conventional;2019;Viola;Jayapura;19240;supermarket
10;22/10/2019;62822;87018;5007;71573;2580;0;conventional;2019;Mei;Jakarta;21190;minimarket
11;15/10/2019;72524;89294;5003;71184;5987;0;conventional;2019;Clarissa;BalikPapan;21190;minimarket
12;08/10/2019;70536;91084;4384;73771;3637;1;conventional;2019;Viola;Jakarta;22100;supermarket
13;01/10/2019;67533;96921;4788;76701;3978;0;conventional;2019;Viola;Jakarta;21190;minimarket
14;24/09/2019;70581;111227;4434;82873;3944;0;conventional;2019;Mei;Jakarta;20020;minimarket
15;17/09/2019;81353;94455;4978;91739;2027;10;conventional;2019;Viola;Jakarta;19110;supermarket
16;10/09/2019;58911;97908;5297;85482;1770;960;conventional;2019;Clarissa;Jakarta;20410;supermarket
17;03/09/2019;63350;96363;5766;91380;2160;4513;conventional;2019;Viola;Jakarta;20020;supermarket
18;27/08/2019;92922;90069;5520;100987;2241;1540;conventional;2019;Viola;Medan;19110;supermarket
19;20/08/2019;85620;98672;5226;100691;3695;3820;conventional;2019;Clarissa;Palembang;18460;supermarket
20;13/08/2019;63759;102294;5709;95750;5384;2510;conventional;2019;Mei;Jakarta;18070;supermarket
21;06/08/2019;84939;97694;5725;95244;3590;1483;conventional;2019;Viola;Bandung;16770;supermarket
22;30/07/2019;88829;96173;5724;93129;4555;643;conventional;2019;Viola;Makassar;17030;supermarket
23;23/07/2019;72790;94919;6495;106562;3975;2020;conventional;2019;Viola;Jakarta;17030;supermarket
24;16/07/2019;54756;94290;6882;109085;3044;2533;conventional;2019;Viola;Bandung;16900;supermarket
25;09/07/2019;92215;91091;5985;113413;1836;5002;conventional;2019;Viola;Jakarta;16250;supermarket
26;02/07/2019;95259;93112;6532;112838;2160;4635;conventional;2019;Mei;Palembang;15860;supermarket
27;25/06/2019;92985;87499;6296;105885;1992;2770;conventional;2019;Viola;Jakarta;16120;supermarket
28;18/06/2019;63136;95583;6670;93661;1773;3035;conventional;2019;Eko;Medan;17420;supermarket
29;11/06/2019;77344;110903;7279;101532;1864;3675;conventional;2019;Viola;BalikPapan;16900;supermarket
30;04/06/2019;85320;110335;7020;95260;2879;3100;conventional;2019;Eko;Bandung;18590;supermarket
31;28/05/2019;85123;112527;7817;109211;3820;0;conventional;2019;Viola;Jayapura;18330;minimarket
32;21/05/2019;87350;110400;6950;104411;3162;0;conventional;2019;Mei;Surabaya;18070;minimarket
33;14/05/2019;83304;100721;6402;119260;1812;0;conventional;2019;Clarissa;Makassar;17290;minimarket
34;07/05/2019;103482;124385;9621;134893;3118;0;conventional;2019;Edelyn;Surabaya;17290;minimarket
35;30/04/2019;87513;108724;6538;102811;3671;0;conventional;2019;Viola;Jayapura;18720;minimarket
36;23/04/2019;80081;100517;6402;116286;1591;138;conventional;2019;Clarissa;Jakarta;18200;supermarket
37;16/04/2019;78077;102376;6207;100591;866;0;conventional;2019;Viola;Palembang;18720;minimarket
38;09/04/2019;75203;95458;6114;90352;1205;0;conventional;2019;Edelyn;Jayapura;18850;minimarket
39;02/04/2019;75587;115161;6189;111591;1399;0;conventional;2019;Mei;Jakarta;18070;minimarket
40;26/03/2019;68137;124784;7118;95202;1419;0;conventional;2019;Eko;Jakarta;18330;minimarket
41;19/03/2019;67153;117248;6083;89176;1290;0;conventional;2019;Mei;Jayapura;18070;minimarket
42;12/03/2019;78536;110932;7529;83251;1292;0;conventional;2019;Clarissa;BalikPapan;18460;minimarket
43;05/03/2019;65892;114011;10062;90822;1312;0;conventional;2019;Viola;Surabaya;17160;minimarket
44;26/02/2019;75320;154835;11165;86961;1311;0;conventional;2019;Viola;Surabaya;15730;minimarket
45;19/02/2019;74959;112012;8812;90004;1061;0;conventional;2019;Eko;Makassar;16510;minimarket
46;12/02/2019;93335;96469;8372;92787;1502;139;conventional;2019;Viola;Jakarta;15340;supermarket
47;05/02/2019;123228;230068;23081;76260;2607;554;conventional;2019;Viola;Jakarta;12610;supermarket
48;29/01/2019;89312;113615;9272;81864;2186;0;conventional;2019;Viola;Jakarta;16380;minimarket
49;22/01/2019;88147;135724;18581;80561;3984;0;conventional;2019;Mei;Makassar;14820;minimarket
50;15/01/2019;73385;111892;8947;80590;2435;0;conventional;2019;Mei;Jayapura;16510;minimarket
51;08/01/2019;91874;105089;10445;95735;2052;0;conventional;2019;Clarissa;Jakarta;15860;minimarket
52;01/01/2019;74754;125856;13634;66526;2665;0;conventional;2019;Clarissa;Jakarta;15340;minimarket
0;31/12/2019;101603;102533;1996;97602;11721;10;conventional;2019;Viola;Jakarta;10790;supermarket
1;24/12/2019;49404;70977;1201;75699;8970;0;conventional;2019;Viola;Bandung;15470;minimarket
2;17/12/2019;48414;67932;1000;77443;4955;3;conventional;2019;Viola;Surabaya;14690;supermarket
3;10/12/2019;66481;75997;1059;103972;5624;34;conventional;2019;Clarissa;Surabaya;13520;supermarket
4;03/12/2019;78900;105291;1306;71392;4865;30;conventional;2019;Viola;Jakarta;13260;supermarket
5;26/11/2019;43700;63665;1021;51601;3363;0;conventional;2019;Edelyn;Palembang;16120;minimarket
6;19/11/2019;48360;70014;1097;64562;3227;32;conventional;2019;Clarissa;Jakarta;15990;supermarket
7;12/11/2019;58938;69122;982;69009;2411;59;conventional;2019;Clarissa;Palembang;16380;supermarket
8;05/11/2019;82956;75404;1474;87157;3548;62;conventional;2019;Eko;Jakarta;14950;supermarket
9;29/10/2019;53015;82270;1275;78090;3026;3;conventional;2019;Clarissa;Palembang;17290;supermarket
10;22/10/2019;44087;86692;1441;70960;2855;10;conventional;2019;Viola;Surabaya;18070;supermarket
11;15/10/2019;43037;92850;1581;67819;6056;0;conventional;2019;Viola;Jakarta;18980;minimarket
12;08/10/2019;43388;49968;1518;60012;4232;0;conventional;2019;Viola;Jayapura;21060;minimarket
13;01/10/2019;39837;90617;1295;68462;5430;0;conventional;2019;Viola;BalikPapan;20020;minimarket
14;24/09/2019;42524;84541;1113;75856;2563;123;conventional;2019;Viola;Surabaya;19110;supermarket
15;17/09/2019;44304;81995;1368;70411;2294;261;conventional;2019;Edelyn;Jakarta;18720;supermarket
16;10/09/2019;46254;64865;1324;74004;2083;3926;conventional;2019;Viola;Surabaya;19110;supermarket
17;03/09/2019;47932;81520;1786;73080;2370;1318;conventional;2019;Edelyn;Bandung;18720;supermarket
18;27/08/2019;47758;75623;1560;86399;3209;845;conventional;2019;Viola;Bandung;17940;supermarket
19;20/08/2019;51668;76236;1638;84246;5870;4446;conventional;2019;Mei;Jakarta;17290;supermarket
20;13/08/2019;55347;81849;1853;67333;4184;3580;conventional;2019;Clarissa;BalikPapan;17550;supermarket
21;06/08/2019;60135;90863;1894;74984;2763;3463;conventional;2019;Eko;Jakarta;16380;supermarket
22;30/07/2019;61959;85046;1831;74995;4530;1550;conventional;2019;Viola;Makassar;16380;supermarket
23;23/07/2019;96432;83045;2069;80563;1953;2760;conventional;2019;Edelyn;Palembang;14690;supermarket
24;16/07/2019;89083;79805;1831;90560;2757;3770;conventional;2019;Clarissa;Jakarta;15210;supermarket
25;09/07/2019;71682;84933;2084;89397;2634;7050;conventional;2019;Clarissa;BalikPapan;15470;supermarket
26;02/07/2019;71545;83590;2459;90410;2797;6362;conventional;2019;Clarissa;Jayapura;15730;supermarket
27;25/06/2019;70139;97760;1914;71831;4302;5886;conventional;2019;Viola;Jayapura;15730;supermarket
28;18/06/2019;63305;98223;1956;75119;1747;5215;conventional;2019;Viola;Palembang;16640;supermarket
29;11/06/2019;63325;101560;2489;74458;58;6745;conventional;2019;Clarissa;Makassar;17030;supermarket
30;04/06/2019;68706;108536;2472;77843;1730;1765;conventional;2019;Viola;Medan;17940;supermarket
31;28/05/2019;85851;104656;2663;88523;6414;6;conventional;2019;Clarissa;Bandung;16250;supermarket
32;21/05/2019;85990;95580;2458;82633;4363;27;conventional;2019;Viola;Medan;15210;supermarket
33;14/05/2019;84866;60389;2299;105064;4141;251;conventional;2019;Eko;Jakarta;14690;supermarket
34;07/05/2019;119254;102627;3871;135957;2976;847;conventional;2019;Viola;Surabaya;14560;supermarket
35;30/04/2019;89984;87015;2182;102189;3731;28;conventional;2019;Viola;Makassar;15340;supermarket
36;23/04/2019;64102;92451;2143;103485;578;13;conventional;2019;Viola;Bandung;16250;supermarket
37;16/04/2019;68940;85593;2315;93489;787;0;conventional;2019;Viola;Jakarta;16640;minimarket
38;09/04/2019;81760;90074;2230;85939;509;0;conventional;2019;Clarissa;Surabaya;15860;minimarket
39;02/04/2019;67803;87490;2400;130222;99;2;conventional;2019;Viola;Palembang;15470;supermarket
40;26/03/2019;79201;90219;2473;85387;695;350;conventional;2019;Eko;Makassar;16380;supermarket
41;19/03/2019;66618;101944;2551;77669;1689;0;conventional;2019;Edelyn;BalikPapan;16770;minimarket
42;12/03/2019;72441;98331;2941;78719;1946;0;conventional;2019;Clarissa;Jakarta;17550;minimarket
43;05/03/2019;60436;89549;4281;74616;1522;0;conventional;2019;Clarissa;Jakarta;17030;minimarket
44;26/02/2019;79068;131384;4210;65696;965;0;conventional;2019;Viola;Medan;14690;minimarket
45;19/02/2019;68121;90486;3142;78087;1176;0;conventional;2019;Clarissa;Bandung;15340;minimarket
46;12/02/2019;89620;96337;2393;66110;1072;0;conventional;2019;Viola;BalikPapan;14690;minimarket
47;05/02/2019;131147;162972;7578;76375;1531;0;conventional;2019;Eko;Makassar;13000;minimarket
48;29/01/2019;87900;104490;3433;62578;930;340;conventional;2019;Edelyn;Medan;15340;supermarket
49;22/01/2019;94347;107935;6890;75851;1617;0;conventional;2019;Clarissa;Surabaya;14690;minimarket
50;15/01/2019;96323;89916;3885;69982;1165;43;conventional;2019;Clarissa;Jakarta;14950;supermarket
51;08/01/2019;91467;106265;3253;73168;976;0;conventional;2019;Viola;Surabaya;15340;minimarket
52;01/01/2019;82445;85578;5486;65961;1104;179;conventional;2019;Edelyn;Jakarta;14430;supermarket
0;31/12/2019;63534;44811;99;64304;21866;14;conventional;2019;Viola;Makassar;10530;supermarket
1;24/12/2019;32539;35305;79;58617;11140;0;conventional;2019;Clarissa;Bandung;14170;minimarket
2;17/12/2019;29951;31313;85;56080;6555;18;conventional;2019;Viola;Makassar;14040;supermarket
3;10/12/2019;38482;36371;73;57738;5284;13;conventional;2019;Viola;Palembang;13650;supermarket
4;03/12/2019;56316;47267;149;57210;5518;73;conventional;2019;Viola;Jayapura;12870;supermarket
5;26/11/2019;25890;29449;133;32592;4082;0;conventional;2019;Clarissa;Jakarta;15080;minimarket
6;19/11/2019;31004;31095;158;46213;4130;3;conventional;2019;Viola;Medan;14170;supermarket
7;12/11/2019;43121;31995;173;46960;4235;12;conventional;2019;Viola;Medan;15470;supermarket
8;05/11/2019;65572;34150;209;69793;6642;56;conventional;2019;Edelyn;Makassar;14040;supermarket
9;29/10/2019;36193;35008;265;69621;2256;0;conventional;2019;Mei;BalikPapan;16900;minimarket
10;22/10/2019;26729;35118;104;50154;3298;29;conventional;2019;Clarissa;BalikPapan;18460;supermarket
11;15/10/2019;27140;37807;114;44950;4815;0;conventional;2019;Mei;Jayapura;19370;minimarket
12;08/10/2019;26135;16257;73;38451;6363;0;conventional;2019;Clarissa;Surabaya;21580;minimarket
13;01/10/2019;25019;35235;86;45304;6875;0;conventional;2019;Clarissa;Palembang;20670;minimarket
14;24/09/2019;25125;39486;72;49231;4111;56;conventional;2019;Eko;Surabaya;19630;supermarket
15;17/09/2019;26063;35970;45;47158;3583;413;conventional;2019;Clarissa;Surabaya;19500;supermarket
16;10/09/2019;25757;28947;95;48825;4896;1561;conventional;2019;Viola;Jakarta;19890;supermarket
17;03/09/2019;27599;37447;91;43969;5062;1338;conventional;2019;Clarissa;Palembang;18850;supermarket
18;27/08/2019;30304;35206;102;54510;5541;983;conventional;2019;Clarissa;BalikPapan;18590;supermarket
19;20/08/2019;28139;35074;64;52793;5475;1722;conventional;2019;Mei;Jayapura;18330;supermarket
20;13/08/2019;26241;40275;137;36752;4722;1587;conventional;2019;Clarissa;Bandung;17940;supermarket
21;06/08/2019;28072;42705;168;48159;3336;1680;conventional;2019;Edelyn;BalikPapan;16770;supermarket
22;30/07/2019;25323;41333;182;49648;5731;1260;conventional;2019;Eko;Palembang;16770;supermarket
23;23/07/2019;36513;40396;321;58375;3505;2038;conventional;2019;Mei;BalikPapan;15210;supermarket
24;16/07/2019;42471;40719;222;67961;6304;2242;conventional;2019;Viola;Surabaya;15080;supermarket
25;09/07/2019;29284;43864;233;78578;2539;3300;conventional;2019;Viola;Makassar;14430;supermarket
26;02/07/2019;29008;44060;89;75456;4064;3423;conventional;2019;Eko;BalikPapan;14690;supermarket
27;25/06/2019;28194;47198;97;58834;9493;2315;conventional;2019;Viola;Makassar;14950;supermarket
28;18/06/2019;30546;47418;98;69630;2861;2250;conventional;2019;Edelyn;Surabaya;15080;supermarket
29;11/06/2019;31085;50163;94;70183;610;2905;conventional;2019;Clarissa;BalikPapan;15080;supermarket
30;04/06/2019;35865;51698;77;58886;4012;560;conventional;2019;Viola;BalikPapan;15990;supermarket
31;28/05/2019;42689;46417;107;62799;13638;61;conventional;2019;Viola;Palembang;14950;supermarket
32;21/05/2019;39721;44646;152;78050;9942;6;conventional;2019;Clarissa;Palembang;13130;supermarket
33;14/05/2019;49149;24238;98;83410;7994;39;conventional;2019;Viola;Bandung;12870;supermarket
34;07/05/2019;55938;55664;125;106593;2952;17;conventional;2019;Viola;Jakarta;13260;supermarket
35;30/04/2019;30906;45409;59;80695;5353;0;conventional;2019;Mei;Palembang;15860;minimarket
36;23/04/2019;27263;41989;75;73625;3372;0;conventional;2019;Clarissa;Jakarta;16120;minimarket
37;16/04/2019;30317;41034;74;85993;1106;0;conventional;2019;Clarissa;Jayapura;15600;minimarket
38;09/04/2019;32291;47114;55;65147;1181;113;conventional;2019;Viola;Jakarta;16380;supermarket
39;02/04/2019;32992;50584;94;84689;1016;0;conventional;2019;Edelyn;Jakarta;14950;minimarket
40;26/03/2019;29493;47163;71;69195;896;0;conventional;2019;Clarissa;BalikPapan;15730;minimarket
41;19/03/2019;28860;52182;80;59561;935;0;conventional;2019;Viola;Medan;15990;minimarket
42;12/03/2019;31344;50614;161;59939;1586;0;conventional;2019;Clarissa;Palembang;16380;minimarket
43;05/03/2019;31739;48916;159;67686;738;0;conventional;2019;Clarissa;Makassar;14950;minimarket
44;26/02/2019;33527;62461;177;56665;739;0;conventional;2019;Edelyn;Palembang;14690;minimarket
45;19/02/2019;32841;43497;69;64384;767;0;conventional;2019;Edelyn;Palembang;14560;minimarket
46;12/02/2019;49551;48584;190;59563;1245;0;conventional;2019;Edelyn;Jakarta;13390;minimarket
47;05/02/2019;75075;76042;151;59130;1337;408;conventional;2019;Mei;Jakarta;12610;supermarket
48;29/01/2019;37601;50931;147;53902;964;283;conventional;2019;Edelyn;BalikPapan;14690;supermarket
49;22/01/2019;48905;46802;143;66764;884;0;conventional;2019;Viola;Palembang;13520;minimarket
50;15/01/2019;50450;43696;94;63041;781;2;conventional;2019;Clarissa;Surabaya;13780;supermarket
51;08/01/2019;44015;48526;93;52587;842;9;conventional;2019;Clarissa;Bandung;14690;supermarket
52;01/01/2019;43012;43260;125;55320;536;96;conventional;2019;Eko;Jakarta;12610;supermarket
0;31/12/2019;130774;396251;922;46216;522;3689;conventional;2019;Viola;Jakarta;13390;supermarket
1;24/12/2019;128125;287781;990;46569;580;5490;conventional;2019;Viola;Makassar;14820;supermarket
2;17/12/2019;122867;225425;796;49299;869;5292;conventional;2019;Clarissa;Bandung;15600;supermarket
3;10/12/2019;157174;266189;910;45080;527;4660;conventional;2019;Viola;Jakarta;13910;supermarket
4;03/12/2019;132009;238373;779;52589;502;3539;conventional;2019;Mei;Jakarta;15210;supermarket
5;26/11/2019;98689;153842;1205;44903;467;5836;conventional;2019;Eko;Medan;18850;supermarket
6;19/11/2019;107079;174514;696;43875;822;4486;conventional;2019;Eko;Bandung;18850;supermarket
7;12/11/2019;120349;268009;984;48720;546;3542;conventional;2019;Clarissa;BalikPapan;15990;supermarket
8;05/11/2019;129130;234395;1020;38736;430;3911;conventional;2019;Viola;Surabaya;17680;supermarket
9;29/10/2019;120962;209801;798;42644;516;87;conventional;2019;Mei;Jakarta;18850;supermarket
10;22/10/2019;93869;204225;852;37631;468;181;conventional;2019;Viola;Medan;20540;supermarket
11;15/10/2019;89884;208158;801;42345;834;197;conventional;2019;Viola;Jayapura;21840;supermarket
12;08/10/2019;94060;214295;935;37953;1407;258;conventional;2019;Eko;Medan;21580;supermarket
13;01/10/2019;81754;191731;927;41899;1572;189;conventional;2019;Mei;Jayapura;22620;supermarket
14;24/09/2019;89050;187831;963;34708;2069;196;conventional;2019;Edelyn;Jayapura;22100;supermarket
15;17/09/2019;124584;189308;912;39045;587;154;conventional;2019;Clarissa;Bandung;20930;supermarket
16;10/09/2019;121829;195817;1393;41469;98;473;conventional;2019;Edelyn;Jakarta;21190;supermarket
17;03/09/2019;122718;194468;1544;39032;91;315;conventional;2019;Viola;Jayapura;23270;supermarket
18;27/08/2019;120934;178392;1938;39282;109;1186;conventional;2019;Viola;Jayapura;24310;supermarket
19;20/08/2019;117501;164389;4322;41839;1275;2046;conventional;2019;Edelyn;Surabaya;23660;supermarket
20;13/08/2019;142234;263667;3221;43676;1228;1860;conventional;2019;Clarissa;Medan;18720;supermarket
21;06/08/2019;150670;267998;1923;47818;1201;1407;conventional;2019;Eko;Medan;18980;supermarket
22;30/07/2019;149730;306328;2244;42049;1130;1933;conventional;2019;Clarissa;Jakarta;18330;supermarket
23;23/07/2019;148014;247470;2242;43739;1268;1497;conventional;2019;Viola;Bandung;18980;supermarket
24;16/07/2019;159108;257400;4592;37655;1102;1253;conventional;2019;Mei;BalikPapan;20540;supermarket
25;09/07/2019;174813;267561;13473;46835;669;2070;conventional;2019;Viola;Makassar;18720;supermarket
26;02/07/2019;157250;285875;12975;50509;677;1970;conventional;2019;Mei;Jayapura;20150;supermarket
27;25/06/2019;166509;261623;9938;52114;561;1505;conventional;2019;Viola;Jakarta;19500;supermarket
28;18/06/2019;164648;215645;10700;53795;757;3386;conventional;2019;Viola;Palembang;20670;supermarket
29;11/06/2019;164988;210730;9745;50595;601;3913;conventional;2019;Eko;Bandung;20150;supermarket
30;04/06/2019;160860;210208;2619;51366;317;3183;conventional;2019;Viola;Bandung;20930;supermarket
31;28/05/2019;161378;265046;1129;51629;374;2080;conventional;2019;Edelyn;Bandung;20150;supermarket
32;21/05/2019;140006;211234;1386;49064;476;1795;conventional;2019;Mei;Makassar;21320;supermarket
33;14/05/2019;152535;199992;1396;54722;509;1295;conventional;2019;Viola;Bandung;20280;supermarket
34;07/05/2019;157077;348135;1707;49645;568;3315;conventional;2019;Edelyn;Jakarta;18200;supermarket
35;30/04/2019;143615;197927;874;46808;211;2279;conventional;2019;Eko;Jakarta;21060;supermarket
36;23/04/2019;140312;183045;1050;44010;117;1965;conventional;2019;Edelyn;Makassar;20800;supermarket
37;16/04/2019;137217;183754;1073;47375;158;1240;conventional;2019;Viola;Medan;20540;supermarket
38;09/04/2019;131487;248393;1004;46825;6;3878;conventional;2019;Eko;Jakarta;17680;supermarket
39;02/04/2019;141456;192901;1103;48823;48;1405;conventional;2019;Mei;Palembang;20540;supermarket
40;26/03/2019;136447;190537;1187;44747;95;2212;conventional;2019;Clarissa;Medan;20410;supermarket
41;19/03/2019;126853;190506;1310;51317;39;2192;conventional;2019;Clarissa;Jakarta;20670;supermarket
42;12/03/2019;113888;189365;1981;47381;80;2088;conventional;2019;Mei;Jakarta;20930;supermarket
43;05/03/2019;162323;212459;5242;50742;394;190;conventional;2019;Viola;BalikPapan;17160;supermarket
44;26/02/2019;163501;282429;6156;45583;243;1350;conventional;2019;Eko;Jayapura;14040;supermarket
45;19/02/2019;126780;247569;8981;45747;9;2744;conventional;2019;Viola;Bandung;15600;supermarket
46;12/02/2019;173371;188128;9247;51823;186;840;conventional;2019;Eko;Makassar;14040;supermarket
47;05/02/2019;321474;418159;11962;56599;43;571;conventional;2019;Eko;Bandung;12740;supermarket
48;29/01/2019;203930;247415;7505;52022;36;2386;conventional;2019;Mei;Palembang;14040;supermarket
49;22/01/2019;166865;321763;2249;41369;488;0;conventional;2019;Mei;Jayapura;12740;minimarket
50;15/01/2019;147646;275718;671;42762;2405;230;conventional;2019;Edelyn;BalikPapan;15600;supermarket
51;08/01/2019;156654;276139;643;66988;4337;2045;conventional;2019;Edelyn;Palembang;14950;supermarket
52;01/01/2019;144876;339664;661;37921;2018;1625;conventional;2019;Viola;Makassar;12740;supermarket
0;31/12/2019;199514;268432;15510;129566;4704;1973;conventional;2019;Viola;Jakarta;12740;supermarket
1;24/12/2019;147688;120567;15186;106945;4228;2719;conventional;2019;Clarissa;Jakarta;15210;supermarket
2;17/12/2019;147100;439225;17642;108180;4196;2749;conventional;2019;Clarissa;Jakarta;9490;supermarket
3;10/12/2019;156012;148747;11293;114750;8734;2611;conventional;2019;Clarissa;Jakarta;14690;supermarket
4;03/12/2019;186079;147995;13899;124045;4828;2719;conventional;2019;Mei;Palembang;14040;supermarket
5;26/11/2019;146577;114715;17443;93366;9153;3211;conventional;2019;Edelyn;Medan;16120;supermarket
6;19/11/2019;146119;102909;14767;133210;9919;2552;conventional;2019;Edelyn;Palembang;16250;supermarket
7;12/11/2019;168076;140122;16004;100528;5510;3351;conventional;2019;Clarissa;Jakarta;15080;supermarket
8;05/11/2019;162045;219944;17094;88040;3917;2387;conventional;2019;Mei;Jakarta;13520;supermarket
9;29/10/2019;169061;309160;19020;91706;4482;504;conventional;2019;Mei;Surabaya;13000;supermarket
10;22/10/2019;130819;123576;17091;68339;4058;0;conventional;2019;Mei;Palembang;20410;minimarket
11;15/10/2019;101926;136484;20792;59356;4357;0;conventional;2019;Mei;Surabaya;21710;minimarket
12;08/10/2019;114287;122377;21166;52847;4152;0;conventional;2019;Clarissa;Palembang;23790;minimarket
13;01/10/2019;118114;122964;17450;59174;4038;0;conventional;2019;Viola;Jayapura;23140;minimarket
14;24/09/2019;123025;119912;17120;67782;3117;4;conventional;2019;Eko;Bandung;22620;supermarket
15;17/09/2019;132005;118471;18094;68684;3908;0;conventional;2019;Clarissa;Makassar;22230;minimarket
